Key,INSTITUTION_TYPE_DESC,INSTITUTION,INSTITUTION_DESC,MathGPA,MathYrTaken,PhysicsGPA,PhysicsYrTaken,CoreGPA,SCHOOL_GPA,SECONDARY_SCHOOL_GRAD_DATE
945061,High School,153745,West Lafayette Jr-Sr Hs,3.5,4,,,3.55,3.62,5/1/18
945064,High School,152520,New Prairie High School,3.89,4,,,3.75,3.78,6/1/18
945123,High School,153745,West Lafayette Jr-Sr Hs,3.75,3,,,3.72,3.80,5/1/19
945150,High School,150795,Delphi Community High School,4,5,4,1,3.98,4.00,5/1/17
945316,High School,153780,Kankakee Valley High School,3.92,4,,,3.97,3.97,5/1/18
945325,High School,153780,Kankakee Valley High School,3.85,4,,,3.83,3.83,6/1/18
945331,High School,153625,Wabash High School,3.24,4,,,3.48,3.51,5/1/18
945341,High School,153480,Westview Jr-Sr High Shcool,,,,,,4.00,5/1/18
945440,High School,151103,Homestead High School,3.46,5,,,3.38,3.55,5/1/18
945440,High School,410907,Southside Christian School,,,,,,,
945475,High School,151103,Homestead High School,3.9,3,,,3.93,3.95,6/1/18
945509,High School,153780,Kankakee Valley High School,3.21,4,,,3.59,3.65,6/1/18
945537,High School,153780,Kankakee Valley High School,3.25,4,,,3.71,3.77,6/1/18
945555,High School,153560,Morgan Township School,3.32,4,,,3.39,3.36,6/1/18
945564,High School,153780,Kankakee Valley High School,3.6,4,,,3.86,3.90,6/1/18
945611,High School,151815,East Noble High School,3.59,4,,,3.66,3.74,6/1/18
945618,High School,151815,East Noble High School,4,3,,,4,4.00,6/1/18
945629,High School,151815,East Noble High School,4,3,,,3.96,3.97,6/1/18
945739,High School,151585,Carroll High School,3.53,5,,,3.8,3.87,5/1/19
945740,High School,151585,Carroll High School,2.79,4,,,3.13,3.31,5/1/18
945794,High School,151585,Carroll High School,3.64,4,,,3.63,3.69,6/1/18
945822,High School,152489,Munster High School,3.1,3,,,3.02,3.09,6/1/18
945838,High School,151915,Harrison High School,3.75,4,,,3.82,3.86,5/1/18
946081,High School,152489,Munster High School,3.35,4,,,3.31,3.33,5/1/18
946096,High School,152489,Munster High School,3.62,4,,,3.74,3.80,5/1/19
946120,High School,153623,Southwood Junior-Senior HS,3.64,4,,,3.84,3.86,6/1/18
946121,High School,153623,Southwood Junior-Senior HS,,,,,,3.60,5/1/18
946146,High School,151585,Carroll High School,3.47,3,,,3.56,3.46,5/1/18
946148,High School,152489,Munster High School,3.71,4,,,3.78,3.81,6/1/18
946257,High School,152489,Munster High School,3.85,3,,,3.65,3.75,6/1/18
946273,High School,152489,Munster High School,3.39,4,,,3.71,3.75,6/1/18
946299,High School,152489,Munster High School,3.35,4,,,3.63,3.74,6/1/18
946359,High School,152489,Munster High School,3.88,4,,,3.74,3.81,6/1/18
946390,High School,151585,Carroll High School,3.94,5,,,3.94,3.95,6/1/19
946410,High School,150245,Boone Grove High School,3.71,4,,,3.84,3.86,6/1/18
946539,High School,151316,Fairfield Jr-Sr High School,4,6,,,3.91,3.95,5/1/17
946591,High School,152489,Munster High School,3.16,4,,,3.42,3.54,6/1/18
946635,High School,152489,Munster High School,3.96,4,,,3.91,3.92,5/1/18
946637,High School,152489,Munster High School,3.49,4,,,3.68,3.72,6/1/19
946639,High School,152489,Munster High School,3.05,4,,,3.59,4.00,6/1/19
946760,High School,151605,Huntington North High School,3.95,3,,,3.99,3.99,5/1/18
946947,High School,152285,Marquette Catholic High School,3,3,,,3.67,3.77,5/1/18
947028,High School,151105,North Side High School,3.23,5,,,3.62,3.68,6/1/19
947088,High School,151330,Leo Junior-Senior High School,,,,,,3.30,5/1/18
947125,High School,151104,Northrop High School,,,,,,,
947125,High School,152474,Indiana Ac Sci/Math/Humanities,4,4,,,3.87,3.89,5/1/19
947128,High School,151104,Northrop High School,3.84,4,,,3.86,3.89,6/1/19
947134,High School,152495,Northwood High School,3.88,4,,,3.32,3.46,5/1/18
947138,High School,152435,North Newton Junior Senior Hs,,,,,,3.48,6/1/18
947165,High School,152495,Northwood High School,3.97,4.5,,,3.98,3.99,6/1/18
947226,High School,151440,Bishop Noll Institute,3.75,4,,,3.58,3.64,6/1/18
947308,High School,151440,Bishop Noll Institute,4,3,,,3.97,3.93,6/1/18
947331,High School,152495,Northwood High School,3.96,3.5,,,3.8,3.85,6/1/18
947416,High School,153565,Valparaiso High School,3.92,4,,,3.84,3.86,6/1/19
947420,High School,151104,Northrop High School,3.5,4,,,3.46,3.57,6/1/19
947425,High School,151104,Northrop High School,3.92,4,,,3.75,3.79,6/1/19
947435,High School,153565,Valparaiso High School,3.9,3,,,3.72,3.77,6/1/19
947477,High School,152495,Northwood High School,4,4.5,,,4,4.00,6/1/18
947500,High School,151087,Canterbury School,,,,,,3.13,6/1/17
947685,High School,151545,Hobart High School,,,,,,,5/1/18
947697,High School,151528,Highland High School,3.45,4,,,3.46,3.52,5/1/18
947698,High School,152495,Northwood High School,,,,,,3.82,6/1/18
947700,High School,152495,Northwood High School,3.87,4.5,,,3.88,3.91,6/1/18
947701,High School,151528,Highland High School,2.78,4,,,2.97,3.50,6/1/18
947720,High School,151528,Highland High School,3.4,5,,,3.59,3.66,6/1/19
947748,High School,151103,Homestead High School,3.95,3,,,3.96,3.97,5/1/18
947755,High School,152495,Northwood High School,3.74,9,,,3.86,3.88,6/1/18
947778,High School,151528,Highland High School,4,4,,,3.98,3.98,6/1/19
947785,High School,151545,Hobart High School,3.35,3,,,3.49,3.57,5/1/18
947864,High School,151107,R Nelson Snider High School,3.92,4,,,3.88,3.88,5/1/18
947892,High School,151107,R Nelson Snider High School,3.79,4,,,3.89,3.91,6/1/18
948000,High School,150225,Bluffton High School,,,,,,3.81,5/1/18
948018,High School,153565,Valparaiso High School,3.78,3,,,3.83,3.85,6/1/19
948042,High School,151545,Hobart High School,3.97,5,,,3.75,3.77,6/1/18
948098,High School,151528,Highland High School,3.42,4,,,3.52,3.58,5/1/18
948104,High School,151528,Highland High School,3.96,4,,,3.88,3.90,5/1/19
948108,High School,142265,Highland High School,,,,,,,
948108,High School,151528,Highland High School,3.71,4,,,3.85,3.88,5/1/18
948179,High School,153565,Valparaiso High School,3.84,4,,,3.89,3.90,6/1/19
948193,High School,151955,Lakeland High School,3.94,4,,,3.72,3.71,5/1/18
948318,High School,150855,East Chicago Central High Schl,4,4,,,3.99,3.99,6/1/19
948336,High School,151528,Highland High School,3.16,4,,,3.23,3.35,6/1/18
948345,High School,153565,Valparaiso High School,3.67,3,,,3.85,3.87,6/1/19
948377,High School,153565,Valparaiso High School,3.96,4,,,3.93,4.00,6/1/19
948470,High School,153790,Wheeler High School,3.24,4,,,3.59,3.64,6/1/18
948947,High School,151990,La Porte High School,4,14,,,3.89,3.93,6/1/18
948985,High School,153112,Lake Central High School,3.8,3,,,3.84,3.87,5/1/18
949014,High School,153112,Lake Central High School,3.36,4,,,3.58,3.69,6/1/18
949030,High School,151990,La Porte High School,3.81,4.5,,,3.76,3.86,6/1/18
949071,High School,151990,La Porte High School,3.71,4,,,3.64,3.64,5/1/18
949154,High School,151990,La Porte High School,4,4.5,,,3.94,3.93,5/1/18
949156,High School,153112,Lake Central High School,3.08,4,,,3.45,3.66,5/1/18
949216,High School,153112,Lake Central High School,3.78,6,,,3.82,4.00,5/1/17
949278,High School,153112,Lake Central High School,3.38,6,,,3.33,3.71,5/1/17
949293,High School,153112,Lake Central High School,4,4,,,4,4.00,5/1/18
949304,High School,153112,Lake Central High School,3.24,4,,,3.46,3.85,5/1/18
949369,High School,153112,Lake Central High School,3.08,4,,,3.24,3.43,6/1/18
949403,High School,150690,Merrillville High School,2.69,4,,,2.9,3.30,5/1/18
949409,High School,151990,La Porte High School,3.97,5,,,3.92,3.91,5/1/18
949436,High School,150500,Chesterton High School,3.66,4,,,3.54,3.61,5/1/19
949457,High School,153865,Tri-County Middle-senior Hs,3.97,5,,,3.86,3.86,6/1/18
949537,High School,150500,Chesterton High School,4,1,,,3.92,3.95,5/1/19
949545,High School,153865,Tri-County Middle-senior Hs,,,,,,4.00,6/1/18
949553,High School,153112,Lake Central High School,3.78,5,,,3.83,3.86,5/1/18
949559,High School,153790,Wheeler High School,,,,,,4.00,6/1/18
949561,High School,150500,Chesterton High School,2.88,4,,,3.21,3.45,5/1/18
949563,High School,153790,Wheeler High School,,,,,,4.00,6/1/18
949564,High School,150690,Merrillville High School,3.64,4,,,3.83,3.86,6/1/18
949588,High School,150500,Chesterton High School,3.72,4,,,3.85,3.89,5/1/18
949601,High School,150500,Chesterton High School,3.34,3.5,,,3.27,3.38,5/1/18
949608,High School,153790,Wheeler High School,3.92,4,,,3.96,3.97,6/1/18
949618,High School,150500,Chesterton High School,3.38,3,,,3.64,3.74,6/1/18
949627,High School,150500,Chesterton High School,3.5,4,,,3.43,4.00,5/1/18
949658,High School,150500,Chesterton High School,3.34,4,,,3.57,3.66,5/1/18
949660,High School,150500,Chesterton High School,2.35,3,,,2.94,3.11,5/1/18
949679,High School,150500,Chesterton High School,4,4,,,3.97,3.96,6/1/19
949691,High School,150500,Chesterton High School,3.9,3,,,3.77,3.83,6/1/18
949706,High School,150500,Chesterton High School,3.73,3,,,3.51,3.34,6/1/18
949717,High School,150500,Chesterton High School,3.9,3,,,3.82,,6/1/18
949735,High School,150500,Chesterton High School,3.22,3,,,3.32,3.47,5/1/19
949824,High School,151605,Huntington North High School,2.85,3,,,3.75,3.95,5/1/19
949835,High School,151605,Huntington North High School,3.77,5,,,3.92,3.94,5/1/19
949836,High School,153625,Wabash High School,4,5,,,4,4.00,6/1/19
949846,High School,150225,Bluffton High School,3.96,2,,,3.99,3.98,5/1/19
950069,High School,152369,Adams Central High School,4,3,,,4,4.00,6/1/18
950183,High School,152710,Norwell High School,2.99,4,,,3.4,3.39,6/1/18
950184,High School,152710,Norwell High School,3.8,4,,,3.93,3.94,5/1/18
950223,High School,152288,Michigan City High School,2.67,3,,,3.02,3.21,6/1/18
950225,High School,152288,Michigan City High School,2.17,3,,,2.94,3.48,6/1/18
950236,High School,152288,Michigan City High School,3.88,4,,,3.88,3.91,6/1/18
950247,High School,152288,Michigan City High School,3.25,4,,,3.66,3.74,6/1/18
950384,High School,152288,Michigan City High School,3.8,2.5,,,3.93,3.93,5/1/18
950485,High School,153020,Rochester Community Hs,4,3,,,4,4.00,5/1/18
950527,High School,153565,Valparaiso High School,3.8,4,,,3.86,3.89,6/1/19
950657,High School,150690,Merrillville High School,3.92,4,,,3.87,3.89,6/1/18
950657,High School,151684,Indiana Connections Academy,,,,,,,
950763,High School,151220,Garrett High School,4,6,,,4,4.00,5/1/19
950785,High School,151095,Concordia Lutheran High School,3.83,3,,,3.88,3.98,6/1/19
950787,High School,151095,Concordia Lutheran High School,3.6,3,,,3.6,3.63,5/1/19
950817,High School,150180,South Adams High School,,,,,,3.63,5/1/18
950845,High School,151605,Huntington North High School,4,4,,,4,4.00,5/1/19
950930,High School,151095,Concordia Lutheran High School,3.96,4,,,3.96,3.93,5/1/19
950958,High School,150870,Thomas A Edison Jr-Sr Hs,,,,,,,
950958,High School,152474,Indiana Ac Sci/Math/Humanities,,,,,,,5/1/18
951120,High School,152375,Heritage Junior Senior Hs,4,4,,,4,4.00,6/1/19
951150,High School,152375,Heritage Junior Senior Hs,4,4.5,,,4,4.00,6/1/18
951463,High School,151220,Garrett High School,3.95,5,,,3.84,3.48,5/1/17
951471,High School,153690,Warsaw Community High School,4,5,,,4,4.00,6/1/17
951482,High School,151103,Homestead High School,3.78,4,,,3.6,3.90,6/1/18
951523,High School,151955,Lakeland High School,3.85,4,,,3.88,3.87,6/1/18
952696,High School,153623,Southwood Junior-Senior HS,4,4,,,3.93,3.95,6/1/18
952813,High School,152710,Norwell High School,3.66,4,,,3.91,3.93,6/1/18
952919,High School,151906,Central Catholic Junior-Senior,3.12,4,,,3.33,3.50,5/1/18
952931,High School,151113,Wayne High School,3.06,7,,,3.08,3.04,6/1/18
953063,High School,150685,Crown Point High School,3.23,4,3.15,1,3.4,4.00,6/1/17
953105,High School,150685,Crown Point High School,,,,,,4.00,6/1/18
953112,High School,150685,Crown Point High School,3.83,3,,,3.74,3.80,6/1/18
953228,High School,150685,Crown Point High School,3.39,4,,,3.68,3.72,6/1/18
953408,High School,150685,Crown Point High School,3.8,5,,,3.89,4.00,6/1/17
953451,High School,150685,Crown Point High School,3.47,5,,,3.73,3.78,6/1/18
953567,High School,150685,Crown Point High School,3.79,4,,,3.77,4.00,6/1/17
953571,High School,150685,Crown Point High School,,,,,,,6/1/18
953676,High School,151083,Bishop Luers High School,3.53,3.5,,,3.74,3.80,5/1/18
953737,High School,153112,Lake Central High School,3.25,4,,,3.6,3.72,5/1/18
953899,High School,151080,Mt. Vernon High School,3.59,5,,,3.47,3.52,5/1/17
953964,High School,151175,Franklin Community High School,2.7,5,3.5,1,3.5,3.70,5/1/17
953964,High School,442208,Captain John L Chapin Hs,,,,,,,
954034,High School,181575,Kentucky Country Day School,3.23,6,3.7,1,3.18,3.43,6/1/17
954036,High School,152615,Noblesville High School,3.73,5,3.7,1,3.32,3.63,6/1/17
954078,High School,152885,Plymouth High School,3.62,5,,,3.8,4.00,6/1/17
954178,High School,151080,Mt. Vernon High School,3.75,4,,1,3.75,3.78,5/1/17
954196,High School,151045,Hamilton Southeastern Hs,3.45,4,,,3.59,3.62,6/1/17
954217,High School,150325,Franklin County High School,3.23,5,,1,3.47,3.94,6/1/17
954238,High School,152665,Wood Memorial High School,2.17,5,,,3.33,3.40,5/1/17
954269,High School,152343,Marian High School,2.82,4,,,3.48,4.00,5/1/17
954331,High School,151710,Lawrence Central High School,3.05,5,,,3.59,4.00,6/1/17
954337,High School,231330,Edwardsburg High School,4,5,4,1,4,4.00,6/1/17
954431,High School,393745,North Allegheny Senior Hs,3,4,,1,3.35,3.57,6/1/17
954448,High School,151660,Cathedral High School,3.85,5,,1,3.94,4.00,5/1/17
954452,High School,151368,North Decatur Junior-Senior Hs,2.88,5,,,3.5,3.59,5/1/17
954464,High School,150915,Elkhart Central High School,3.22,6,,,3.62,4.00,6/1/17
954486,High School,500795,Preble High School,2.85,5,,1,3.49,3.63,6/1/17
954516,High School,151000,Madison Grant High School,3.22,6,,,3.18,3.37,6/1/17
954525,High School,152805,Peru High School,3.83,5,,,3.69,3.72,6/1/17
954546,High School,150555,Cascade High School,,,,,,,
954546,High School,152852,Plainfield High School,3.75,5,3.85,1,3.88,4.00,5/1/17
954547,High School,100132,Saint Andrews School,,,,,,,
954547,High School,102381,Oxbridge Academy-Palm Beaches,3.18,5,2.7,1,3.29,3.81,5/1/17
954560,High School,101700,H B Plant High School,3,5,,1,3.47,4.00,5/1/17
954576,High School,151449, Hammond Academy Science/Tech,4,3,,,3.85,3.83,5/1/18
954768,High School,153112,Lake Central High School,3.06,4,,,3.07,3.38,5/1/17
954834,High School,150445,Carmel High School,3.85,6,,,3.96,4.00,5/1/17
954913,High School,153070,Pioneer Junior-Senior Hs,2.74,4,3,1,2.78,2.57,5/1/17
954913,High School,153735,Westfield High School,,,,,,,
954916,High School,150445,Carmel High School,4,4,,1,3.71,3.96,5/1/17
954944,High School,153112,Lake Central High School,3.01,4,,,3.05,3.21,5/1/18
954953,High School,151390,Center Grove High School,2.95,4,,1,2.89,3.38,6/1/17
954977,High School,152425,Mooresville High School,3.38,5,3.5,1,3.52,3.75,5/1/17
955070,High School,153255,James W Riley High School,3.75,4,,,3.84,3.87,6/1/17
955132,High School,152613,Blessed Theodore Guerin Hs,4,5,4,1,3.95,3.95,6/1/17
955137,High School,153665,Franklin Central High School,,,,,,3.36,5/1/17
955137,High School,310761,Cherokee High School,,,,,,,
955156,High School,153380,Oak Hill High School,3.54,5,,1,3.74,3.90,6/1/17
955182,High School,151080,Mt. Vernon High School,3.85,6,,,3.89,3.96,5/1/17
955204,High School,152735,Benton Central Senior Hs,3.79,4,3,1,3.45,3.72,5/1/17
955222,High School,151035,Forest Park Jr-Sr High,3.95,4,,,3.92,3.94,5/1/17
955237,High School,151815,East Noble High School,4,5.5,,,3.96,3.95,6/1/17
955282,High School,151165,Clinton Prairie High School,1.95,4,,,2.93,3.20,5/1/17
955304,High School,153112,Lake Central High School,2.72,3,,,3.12,3.33,5/1/18
955305,High School,153112,Lake Central High School,2.9,5,2.8,1,3.23,3.73,5/1/17
955349,High School,153112,Lake Central High School,3.55,3,,,3.29,3.46,6/1/18
955385,High School,152515,Castle High School,3.05,5,,1,3.2,3.27,5/1/17
955431,High School,143085,Mount Zion High School,2.95,5,,,3.28,3.70,5/1/17
955532,High School,150970,Mater Dei High School,3.95,4,3.7,1,3.81,3.87,5/1/17
955652,High School,152900,Jay County High School,3.95,4,4,1,3.95,4.00,6/1/17
955652,High School,159999,GED/TASC In-State,,,,,,,6/4/17
955717,High School,150203,Eastern Greene High School,,,,,,2.86,5/1/17
955727,High School,151045,Hamilton Southeastern Hs,3.28,5,,,3.63,3.70,5/1/17
955744,High School,153700,Washington High School,4,5,,,3.94,3.97,5/1/17
955774,High School,151936,McCutcheon High School,2.83,4,,,3.26,3.40,5/1/17
955795,High School,151330,Leo Junior-Senior High School,4,5.5,,,4,4.00,5/1/19
955818,High School,153112,Lake Central High School,3.92,8,,,3.62,3.72,6/1/18
955824,High School,153112,Lake Central High School,3.75,3,,,3.4,3.52,5/1/18
955836,High School,151045,Hamilton Southeastern Hs,3.78,4,,1,3.53,3.66,5/1/17
955854,High School,261085,Festus High School,3.63,5,,,3.68,3.95,5/1/17
955916,High School,151390,Center Grove High School,3.3,4,,1,3.5,3.76,6/1/17
955960,High School,153180,Tri Central High School,4,4,,,4,4.00,5/1/17
955981,High School,151416,East Central High School,3.6,4,,,3.43,3.65,5/1/17
956089,High School,150668,North Montgomery High School,4,5,,,4,4.00,5/1/17
956102,High School,151315,Goshen High School,2.73,5,,1,3.46,3.85,5/1/17
956142,High School,150445,Carmel High School,3,4,,,3.1,3.46,5/1/17
956161,High School,150977,North High School,3.67,5,4,1,3.76,3.80,5/1/17
956253,High School,151041,Fishers High School,3.38,5,,,3.31,3.48,5/1/17
956278,High School,152615,Noblesville High School,4,4,4,1,3.55,3.70,6/1/17
956287,High School,150335,Brownsburg High School,4,4,3.7,1,3.72,3.86,6/1/17
956389,High School,153882,Woodlan Junior-Senior Hs,3.91,4,,,3.98,3.98,5/1/18
956435,High School,152785,Pendleton Heights High School,3.34,5,,,3.22,3.55,6/1/17
956464,High School,150669,Southmont High School,3.06,5.5,,,3.46,3.46,5/1/17
956469,High School,142852,Lake Park Hs-District 108,3,5,,,3.6,4.00,5/1/17
956476,High School,152395,Barr-Reeve Junior-Senior Hs,4,5,4,1,4,4.00,5/1/17
956605,High School,262846,Lutheran Hs Saint Charles Cty,4,5,,1,3.7,3.81,5/1/17
956713,High School,152400,Twin Lakes High School,3.37,5.5,,,3.22,3.19,5/1/17
956720,High School,151103,Homestead High School,2.67,4,3.15,1,3.05,3.43,6/1/17
956756,High School,153745,West Lafayette Jr-Sr Hs,4,4,3.7,1,3.85,3.95,5/1/17
956786,High School,152347,Penn High School,,,,,,,5/1/16
956817,High School,150215,Bloomington High School South,3.15,6,4,1,3.43,3.80,5/1/17
956943,High School,151658,Cardinal Ritter High School,2.45,4,,,2.56,3.03,6/1/17
956973,High School,153265,Saint Joseph High School,3.38,4,,1,3.28,3.54,6/1/17
956991,High School,151041,Fishers High School,3.43,6.5,,,3.22,3.25,12/1/16
