PUID_SIX,High_School,High_School_Name,High_School_Grad_Date,High_School_Graduation_Year,High_School_GPA,SUBJECT,SUBJECT_DESC,YEARS_TAKEN,GRADE,GPA
347203,060400,East High School,"May 1, 2021",2021,3.99,MATH,Academic Math TOTAL,3,,4.00
347205,140447,Buffalo Grove High School,"May 1, 2021",2021,3.91,MATH,Academic Math TOTAL,3,,3.67
347298,052680,Chadwick School,"June 1, 2021",2021,3.28,MATH,Academic Math TOTAL,3,,3.18
347339,050727,Monte Vista High School,"June 1, 2021",2021,3.67,MATH,Academic Math TOTAL,4,,3.24
347419,481592,Bear Creek School The,"June 1, 2021",2021,3.84,MATH,Academic Math TOTAL,3,,3.73
347475,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
347491,151752,Southport High School,"May 1, 2021",2021,3.93,MATH,Academic Math TOTAL,5,,3.80
347497,120047,Kalani High School,"May 1, 2021",2021,3.96,MATH,Academic Math TOTAL,6,,3.83
347526,150448,University High School Indiana,"May 1, 2021",2021,3.25,MATH,Academic Math TOTAL,4,,3.46
347531,150335,Brownsburg High School,"May 1, 2021",2021,3.51,MATH,Academic Math TOTAL,3,,3.07
347669,222010,Hamilton-Wenham Regional Hs,"June 1, 2021",2021,3.89,MATH,Academic Math TOTAL,3.5,,3.90
347746,392998,Delaware County Christian Sch,"July 1, 2021",2021,3.28,MATH,Academic Math TOTAL,5,,3.48
347756,052375,Flintridge Preparatory School,"May 1, 2021",2021,3.47,MATH,Academic Math TOTAL,7,,3.71
347765,470021,John Champe High School,"June 1, 2021",2021,3.48,MATH,Academic Math TOTAL,3,,3.33
347840,181810,Eastern High School,"May 1, 2021",2021,3.8,MATH,Academic Math TOTAL,4,,3.75
347890,051855,Los Gatos High School,"June 1, 2021",2021,3.63,MATH,Academic Math TOTAL,4,,3.68
347980,501728,Oshkosh North High School,"June 1, 2021",2021,3.73,MATH,Academic Math TOTAL,3,,3.83
348038,310787,John P Stevens High School,"June 1, 2021",2021,3.88,MATH,Academic Math TOTAL,3,,3.67
348065,310412,Marine Academy Of Science/Tech,"June 1, 2021",2021,3.78,MATH,Academic Math TOTAL,3,,3.57
348072,180593,South Oldham High School,"June 1, 2021",2021,3.97,MATH,Academic Math TOTAL,5,,4.00
348211,694514,Sino Bright School,"July 1, 2017",2017,,,,,,
348263,694291,Kang Chiao Intl School-Taipei,"June 1, 2021",2021,3.31,MATH,Academic Math TOTAL,3,,2.62
348277,694246,National Experimental Hs,"June 1, 2021",2021,3.89,MATH,Academic Math TOTAL,3,,3.78
348284,694242,Shanghai High School Intl Div,"June 1, 2016",2016,,MATH,Academic Math TOTAL,0,,0.00
348569,151045,Hamilton Southeastern Hs,"May 1, 2021",2021,3.99,MATH,Academic Math TOTAL,5,,3.93
348669,470051,T C Williams High School,"June 1, 2020",2020,2.49,MATH,Academic Math TOTAL,3,,2.00
348702,230355,Cranbrook Kingswood School,"June 1, 2021",2021,3.55,MATH,Academic Math TOTAL,3,,3.43
348741,233194,Rochester Adams High School,"June 1, 2021",2021,3.92,MATH,Academic Math TOTAL,3,,3.88
348792,102350,Cornerstone Charter Academy,"May 1, 2021",2021,3.92,MATH,Academic Math TOTAL,5,,3.60
348810,470021,John Champe High School,"May 1, 2021",2021,3.59,MATH,Academic Math TOTAL,4,,3.30
348814,310787,John P Stevens High School,"June 1, 2021",2021,3.21,MATH,Academic Math TOTAL,3,,2.90
348822,141063,Notre Dame College Prep,"May 1, 2021",2021,3.95,MATH,Academic Math TOTAL,3,,4.00
348843,446784,William P Clements High School,"June 1, 2021",2021,3.39,MATH,Academic Math TOTAL,5,,3.03
348880,051512,Pinewood School,"June 1, 2021",2021,3.58,MATH,Academic Math TOTAL,3,,3.78
348916,260593,Parkway Central High School,"May 1, 2021",2021,3.92,MATH,Academic Math TOTAL,4,,3.89
348985,846478,Colegio Int San Salvador,"July 1, 2021",2021,2.87,MATH,Academic Math TOTAL,4,,3.42
348993,152915,Princeton Community High Sch,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,5,,3.91
349045,050893,Canyon Crest Academy,"June 1, 2021",2021,3.58,MATH,Academic Math TOTAL,5,,3.38
349049,240268,Thomas Jefferson Senior Hs,"May 1, 2021",2021,3.99,MATH,Academic Math TOTAL,7.5,,4.00
349080,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
349183,152560,New Palestine High School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,4,,3.80
349191,330990,Buffalo Seminary,"June 1, 2021",2021,3.71,MATH,Academic Math TOTAL,4.5,,3.72
349209,363275,William Mason High School,"May 1, 2021",2021,3.77,MATH,Academic Math TOTAL,5,,3.84
349312,310073,Hillsborough High School,"June 1, 2021",2021,3.91,MATH,Academic Math TOTAL,4,,3.75
349318,052055,Moorpark High School,"June 1, 2021",2021,3.8,MATH,Academic Math TOTAL,3,,3.83
349369,191250,Terrebonne High,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,3,,4.00
349395,331315,Horace Greeley High School,"June 1, 2021",2021,3.4,MATH,Academic Math TOTAL,4,,3.02
349471,392550,Mechanicsburg Area Senior Hs,"June 1, 2021",2021,3.98,MATH,Academic Math TOTAL,2.75,,4.00
349480,142300,Hinsdale Central High School,"May 1, 2021",2021,3.82,MATH,Academic Math TOTAL,3,,3.73
349572,311012,High Technical High School,"June 1, 2021",2021,3.88,MATH,Academic Math TOTAL,4,,3.81
349641,310073,Hillsborough High School,"June 1, 2021",2021,3.3,MATH,Academic Math TOTAL,2.75,,2.85
349663,142852,Lake Park Hs-District 108,"May 1, 2021",2021,3.69,MATH,Academic Math TOTAL,3,,2.83
349691,053080,Bellarmine College Preparatory,"May 1, 2021",2021,3.75,MATH,Academic Math TOTAL,3,,3.52
349695,151910,Jefferson High School,"June 1, 2021",2021,3.3,MATH,Academic Math TOTAL,5.5,,3.18
349720,191660,Mandeville High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
349734,472279,Oakton High School,"June 1, 2021",2021,3.49,MATH,Academic Math TOTAL,4,,3.08
349807,343616,Chatham Charter School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,7,,4.00
349813,151785,Shakamak High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
349842,143857,Schaumburg High School,"May 1, 2021",2021,3.54,MATH,Academic Math TOTAL,3,,3.33
349843,143796,Saint Charles North Hs,"May 1, 2021",2021,3.45,MATH,Academic Math TOTAL,3,,3.33
349858,UNKHSC,Unknown High School,"May 1, 2021",2021,,,,,,
349859,142950,Minooka Community High School,"May 1, 2021",2021,3.71,MATH,Academic Math TOTAL,3.5,,3.39
349884,430410,Collierville High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
349906,220695,Dover-Sherborn High School,"June 1, 2021",2021,3.87,MATH,Academic Math TOTAL,3,,3.53
349915,153265,Saint Joseph High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,3,,4.00
350062,153735,Westfield High School,"May 1, 2021",2021,2.96,MATH,Academic Math TOTAL,3,,2.55
350123,281309,Lincoln Southwest High School,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,3,,4.00
350138,221320,Mansfield High School,"June 1, 2021",2021,3.59,MATH,Academic Math TOTAL,4,,3.35
350148,242725,Winona Senior High School,"June 1, 2021",2021,3.99,MATH,Academic Math TOTAL,2,,4.00
350205,365010,Clay High School,"June 1, 2021",2021,3.74,MATH,Academic Math TOTAL,4,,3.62
350216,150445,Carmel High School,"May 1, 2021",2021,3.79,MATH,Academic Math TOTAL,5,,3.63
350217,333705,Hunter College High School,"June 1, 2021",2021,3.15,MATH,Academic Math TOTAL,3,,3.32
350265,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
350321,152347,Penn High School,"June 1, 2021",2021,3.85,MATH,Academic Math TOTAL,4,,3.68
350424,052350,Palo Alto Senior High School,"June 1, 2021",2021,3.26,MATH,Academic Math TOTAL,3.5,,3.23
350435,152200,Marion High School,"May 1, 2021",2021,3.82,MATH,Academic Math TOTAL,6,,3.75
350603,101199,Coral Reef Senior High School,"May 1, 2021",2021,3.61,MATH,Academic Math TOTAL,3,,4.00
350652,151653,Brebeuf Jesuit Preparatory Sch,"May 1, 2021",2021,3.93,MATH,Academic Math TOTAL,4.5,,4.00
350684,440300,McCallum High School,"June 1, 2021",2021,3.4,MATH,Academic Math TOTAL,4,,3.62
350712,051505,Woodrow Wilson High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
350772,221190,Lexington High School,"June 1, 2021",2021,3.68,MATH,Academic Math TOTAL,3,,3.57
350785,854264,Colegio Metropolitano,"October 1, 2020",2020,3.78,MATH,Academic Math TOTAL,4,,3.50
350788,310750,Columbia High School,"June 1, 2021",2021,3.62,MATH,Academic Math TOTAL,4,,3.50
350877,110797,Woodward Academy,"May 1, 2021",2021,3.03,MATH,Academic Math TOTAL,3,,2.67
350888,153112,Lake Central High School,"May 1, 2021",2021,3.24,MATH,Academic Math TOTAL,3,,3.38
350954,151350,Greenfield Central High School,"June 1, 2021",2021,3.97,MATH,Academic Math TOTAL,4,,4.00
350996,180530,Beechwood High School,"May 1, 2021",2021,3.92,MATH,Academic Math TOTAL,5,,3.82
351006,500281,Brookfield East High School,"June 1, 2021",2021,3.91,MATH,Academic Math TOTAL,1.5,,3.67
351011,470054,Thomas Jefferson Hs Sci/Tec,"June 1, 2021",2021,3.43,MATH,Academic Math TOTAL,7,,3.39
351059,310787,John P Stevens High School,"June 1, 2021",2021,3.7,MATH,Academic Math TOTAL,3,,3.33
351133,231300,East Lansing High School,"June 1, 2021",2021,3.73,MATH,Academic Math TOTAL,4,,3.16
351195,470130,Yorktown High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
351295,052058,Campolindo High School,"June 1, 2021",2021,3.05,MATH,Academic Math TOTAL,2.5,,2.80
351377,150060,Angola High School,"June 1, 2021",2021,3.61,MATH,Academic Math TOTAL,3,,3.85
351526,070145,Darien High School,"June 1, 2021",2021,3.51,MATH,Academic Math TOTAL,3,,3.27
351658,363280,Jackson High School,"May 1, 2021",2021,3.89,MATH,Academic Math TOTAL,6,,4.00
351687,233194,Rochester Adams High School,"June 1, 2021",2021,3.44,MATH,Academic Math TOTAL,3,,2.88
351717,490217,George Washington High School,"May 1, 2021",2021,3.87,MATH,Academic Math TOTAL,4,,3.50
351752,152885,Plymouth High School,"June 1, 2021",2021,3.99,MATH,Academic Math TOTAL,5,,4.00
351777,142635,Benet Academy,"May 1, 2021",2021,3.52,MATH,Academic Math TOTAL,3,,3.14
351804,442488,Heritage High School,"June 1, 2021",2021,3.58,MATH,Academic Math TOTAL,5,,3.81
351834,233044,Canton High School,"June 1, 2021",2021,3.84,MATH,Academic Math TOTAL,4,,3.50
351848,141517,Crystal Lake South High School,"May 1, 2021",2021,3.74,MATH,Academic Math TOTAL,3,,3.50
351876,152615,Noblesville High School,"June 1, 2021",2021,3.81,MATH,Academic Math TOTAL,4,,3.59
351954,011701,James Clemens High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,2,,4.00
352017,441740,Highland Park High School,"May 1, 2021",2021,3.6,MATH,Academic Math TOTAL,4,,2.92
352075,152495,Northwood High School,"June 1, 2021",2021,3.94,MATH,Academic Math TOTAL,4.5,,4.00
352123,440363,Vandegrift High School,"May 1, 2021",2021,3.9,MATH,Academic Math TOTAL,3.5,,3.07
352243,151165,Clinton Prairie High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
352309,142662,Glenbard East High School,"May 1, 2021",2021,3.71,MATH,Academic Math TOTAL,3,,3.17
352323,361997,Dublin Scioto High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
352364,152200,Marion High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,5,,4.00
352369,470054,Thomas Jefferson Hs Sci/Tec,"June 1, 2021",2021,3.43,MATH,Academic Math TOTAL,8,,3.18
352387,393707,Upper Saint Clair High School,"June 1, 2021",2021,3.93,MATH,Academic Math TOTAL,3,,4.00
352407,331845,Shenendehowa High School East,"June 1, 2021",2021,3.85,MATH,Academic Math TOTAL,4,,4.00
352421,150695,Culver Academies,"June 1, 2021",2021,3.55,MATH,Academic Math TOTAL,1.25,,3.54
352428,472278,James Madison High School,"June 1, 2021",2021,3.58,MATH,Academic Math TOTAL,5,,3.60
352498,210079,Eastern Technical High School,"May 1, 2020",2020,3.97,MATH,Academic Math TOTAL,3,,3.77
352517,153735,Westfield High School,"June 1, 2021",2021,3.98,MATH,Academic Math TOTAL,3.5,,3.91
352535,140177,Illinois Math & Science Acad,"June 1, 2021",2021,3.82,MATH,Academic Math TOTAL,3,,3.18
352548,113311,Horizon Christian Academy,"May 1, 2021",2021,3.92,MATH,Academic Math TOTAL,4,,3.96
352567,335187,Lakeland Senior High School,"June 1, 2021",2021,3.65,MATH,Academic Math TOTAL,4,,3.08
352577,222170,Wakefield High School,"June 1, 2021",2021,3.24,MATH,Academic Math TOTAL,3,,3.90
352603,431665,Father Ryan High School,"May 1, 2020",2020,3.64,MATH,Academic Math TOTAL,4,,3.89
352619,172225,Olathe Northwest High School,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,3,,4.00
352620,151045,Hamilton Southeastern Hs,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,6,,4.00
352653,152852,Plainfield High School,"May 1, 2021",2021,3.08,MATH,Academic Math TOTAL,4.5,,3.16
352656,110057,Allatoona High School,"May 1, 2021",2021,3.67,MATH,Academic Math TOTAL,3.5,,3.63
352674,210825,Poolesville High School,"June 1, 2021",2021,3.32,MATH,Academic Math TOTAL,3,,3.50
352696,442963,Carroll Senior High School,"May 1, 2021",2021,3.5,MATH,Academic Math TOTAL,4,,3.18
352711,445565,Plano Senior High School,"June 1, 2021",2021,3.69,MATH,Academic Math TOTAL,4,,3.59
352719,053033,Ruth Asawa School of the Arts,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,2,,4.00
352791,120040,Iolani School,"June 1, 2021",2021,3.81,MATH,Academic Math TOTAL,4.25,,3.75
352806,210585,Glen Burnie High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,4.00
352846,HOME,Home School,"May 1, 2021",2021,3.25,MATH,Academic Math TOTAL,4,,3.02
352852,151752,Southport High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,5,,4.00
352936,142662,Glenbard East High School,"May 1, 2021",2021,3.95,MATH,Academic Math TOTAL,5,,3.83
352955,053096,Pioneer High School,"June 1, 2021",2021,3.92,MATH,Academic Math TOTAL,6,,3.85
353037,472278,James Madison High School,"June 1, 2021",2021,3.62,MATH,Academic Math TOTAL,3,,3.23
353042,142078,Glenbrook South High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,3,,3.67
353048,142852,Lake Park Hs-District 108,"June 1, 2021",2021,3.16,MATH,Academic Math TOTAL,3,,2.67
353132,233470,South Lyon High School,"June 1, 2021",2021,3.71,MATH,Academic Math TOTAL,3,,3.62
353150,153112,Lake Central High School,"June 1, 2021",2021,3.96,MATH,Academic Math TOTAL,5,,4.00
353185,310855,Mountain Lakes High School,"June 1, 2021",2021,3.85,MATH,Academic Math TOTAL,3,,3.90
353358,232843,Novi High School,"June 1, 2021",2021,3.62,MATH,Academic Math TOTAL,6,,3.67
353368,050970,Mission San Jose High School,"June 1, 2021",2021,3.42,MATH,Academic Math TOTAL,3,,2.68
353452,140187,Metea Valley High School,"May 1, 2021",2021,3.31,MATH,Academic Math TOTAL,3,,3.17
353497,442583,Central High School,"May 1, 2021",2021,3.7,MATH,Academic Math TOTAL,4,,3.42
353708,440303,McNeil High School,"May 1, 2021",2021,3.96,MATH,Academic Math TOTAL,3.5,,3.81
353722,694474,Affiliated High Sc Peking Univ,"July 1, 2021",2021,2.72,MATH,Academic Math TOTAL,3,,3.55
353814,341598,Grimsley High School,"June 1, 2021",2021,3.42,MATH,Academic Math TOTAL,3,,2.92
353903,151915,Harrison High School,"June 1, 2021",2021,,,,,,
353917,UNKHSC,Unknown High School,"February 1, 2021",2021,,,,,,
353924,102183,Hialeah Gardens High School,"June 1, 2021",2021,3.78,MATH,Academic Math TOTAL,4.25,,3.35
353928,150445,Carmel High School,"May 1, 2021",2021,3.76,MATH,Academic Math TOTAL,4,,3.69
353936,150610,Columbus North High School,"May 1, 2021",2021,3.45,MATH,Academic Math TOTAL,6,,3.01
353949,UNKHSC,Unknown High School,"March 1, 2020",2020,3.81,MATH,Academic Math TOTAL,3,,4.00
354093,100083,Braden River High School,"May 1, 2021",2021,3.62,MATH,Academic Math TOTAL,4.5,,3.53
354156,694270,High Sch @Renmin Univ Of China,"July 1, 2021",2021,,,,,,
354209,012768,Vestavia Hills High School,"May 1, 2021",2021,3.97,MATH,Academic Math TOTAL,3,,4.00
354271,470390,Fluvanna County High School,"June 1, 2021",2021,3.99,MATH,Academic Math TOTAL,6,,4.00
354342,153900,Zionsville Community Hs,"May 1, 2021",2021,3.67,MATH,Academic Math TOTAL,4,,3.71
354406,151717,North Central High School,"May 1, 2021",2021,3.32,MATH,Academic Math TOTAL,3.5,,2.86
354507,335215,Saint Anthonys High School,"June 1, 2021",2021,3.95,MATH,Academic Math TOTAL,3,,3.77
354508,332958,Ruben A Cirillo High School,"June 1, 2021",2021,3.65,MATH,Academic Math TOTAL,3,,3.70
354516,141805,York Community High School,"May 1, 2021",2021,4,MATH,Academic Math TOTAL,4,,3.96
354544,470462,Hickory High School,"June 1, 2021",2021,3.89,MATH,Academic Math TOTAL,3,,3.85
354546,151985,Lapel Junior-Senior Hs,"May 1, 2021",2021,3.88,MATH,Academic Math TOTAL,4,,3.85
354560,142530,Lake Zurich Senior High School,"June 1, 2021",2021,3.66,MATH,Academic Math TOTAL,3,,3.02
354598,332182,Harborfields High School,"June 1, 2021",2021,3.99,MATH,Academic Math TOTAL,4,,3.92
354611,391505,George School,"June 1, 2021",2021,3.37,MATH,Academic Math TOTAL,3,,3.00
354660,050724,Athenian School,"June 1, 2021",2021,3.83,MATH,Academic Math TOTAL,3,,3.88
354678,153745,West Lafayette Jr-Sr Hs,"May 1, 2021",2021,3.84,MATH,Academic Math TOTAL,3,,3.85
354725,151651,Roncalli High School,"May 1, 2021",2021,3.98,MATH,Academic Math TOTAL,4,,4.00
354754,143550,Adlai E Stevenson High School,"May 1, 2021",2021,3.75,MATH,Academic Math TOTAL,4,,3.55
354765,471851,Maggie L Walker Governors Schl,"June 1, 2021",2021,3.91,MATH,Academic Math TOTAL,6,,3.86
354830,471393,Langley High School,"June 1, 2021",2021,3.49,MATH,Academic Math TOTAL,3,,3.57
354868,335877,W Tresper Clarke High School,"June 1, 2021",2021,3.96,MATH,Academic Math TOTAL,5,,4.00
354870,143108,Neuqua Valley High School,"May 1, 2021",2021,3.55,MATH,Academic Math TOTAL,4,,3.50
354920,261000,Eureka High School,"June 1, 2021",2021,3.73,MATH,Academic Math TOTAL,4,,3.71
354948,671680,Kodaikanal International Sch,"May 1, 2021",2021,3.7,,,,,
354997,143357,Amos Alonzo Stagg High School,"May 1, 2021",2021,3.36,MATH,Academic Math TOTAL,3,,3.17
355067,210494,South River High School,"June 1, 2021",2021,3.61,MATH,Academic Math TOTAL,4,,3.88
355081,230088,Pioneer High School,"June 1, 2021",2021,3.6,MATH,Academic Math TOTAL,2.5,,2.88
355082,310073,Hillsborough High School,"June 1, 2021",2021,3.46,MATH,Academic Math TOTAL,3,,3.23
355192,446255,TMI Episcopal School Of Tx,"May 1, 2021",2021,3.41,MATH,Academic Math TOTAL,3,,3.47
355475,053410,South Pasadena High School,"June 1, 2021",2021,3.54,MATH,Academic Math TOTAL,3,,3.00
355550,,,,,,,,,,
355573,222440,Winchester High School,"May 1, 2021",2021,3.63,MATH,Academic Math TOTAL,3,,3.43
355581,UNKHSC,Unknown High School,"June 1, 2021",2021,,,,,,
355589,447117,Bishop Thomas K Gorman Hs,"June 1, 2021",2021,3.61,MATH,Academic Math TOTAL,2,,3.82
355594,372640,Casady School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,4.5,,3.87
355754,232843,Novi High School,"June 1, 2021",2021,3.7,MATH,Academic Math TOTAL,4,,3.63
355781,UNKHSC,Unknown High School,"May 1, 2021",2021,,,,,,
355837,150445,Carmel High School,"May 1, 2021",2021,3.94,MATH,Academic Math TOTAL,4,,3.91
355903,053280,Santa Clara High School,"June 1, 2021",2021,2.96,MATH,Academic Math TOTAL,3.5,,3.39
356054,173210,Wichita Collegiate School,"May 1, 2021",2021,3.92,MATH,Academic Math TOTAL,3,,3.72
356125,143106,Naperville North High School,"June 1, 2021",2021,3.9,MATH,Academic Math TOTAL,4,,3.96
356145,152615,Noblesville High School,"May 1, 2021",2021,3.88,MATH,Academic Math TOTAL,3,,3.67
356157,152615,Noblesville High School,"May 1, 2021",2021,3.56,MATH,Academic Math TOTAL,4,,3.71
356162,054194,Classical Academy High School,"June 1, 2021",2021,3.93,MATH,Academic Math TOTAL,3,,4.00
356178,140177,Illinois Math & Science Acad,"June 1, 2021",2021,3.76,MATH,Academic Math TOTAL,2,,4.00
356209,151910,Jefferson High School,"June 1, 2021",2021,3,MATH,Academic Math TOTAL,3,,2.17
356251,440313,Saint Michaels Catholic Acad,"May 1, 2021",2021,3.68,MATH,Academic Math TOTAL,3,,3.72
356282,480930,Prosser Senior High School,"June 1, 2021",2021,4,MATH,Academic Math TOTAL,2.5,,4.00
356283,060746,Thunderridge High School,"May 1, 2021",2021,3.78,MATH,Academic Math TOTAL,3,,3.53
356294,140187,Metea Valley High School,"May 1, 2021",2021,3.86,MATH,Academic Math TOTAL,3,,4.00
356296,230355,Cranbrook Kingswood School,"June 1, 2021",2021,3.5,MATH,Academic Math TOTAL,3,,2.90
356326,142126,Grayslake North High School,"May 1, 2021",2021,3.66,MATH,Academic Math TOTAL,3,,3.62
356348,051895,Mira Costa High School,"June 1, 2021",2021,3.84,MATH,Academic Math TOTAL,3,,3.62
